id,name,address,birth_date,phone,email,excluded,approved,balance,country
79743,Naiara Anjos,"Travessa do Sextante, S/N 0377-545 Ponta Delgada",2015-03-23,928212766,lcarvalho@example.org,False,True,401757,PT
44385,Júlia Vieira,"R. de Barbosa, 32 0637-999 Setúbal",1989-12-01,(351) 200 173 860,pereiradavid@example.net,False,False,594596,PT
12700,Alice Ferreira,"Av Benjamim Cardoso, 3 7791-987 Póvoa de Santa Iria",2003-09-14,(351) 932 825 654,deborabarros@example.net,False,True,522804,PT
88515,Cristiano Abreu,"Av de Simões, 9 2352-135 Horta",1983-05-25,279 444 161,naraujo@example.net,False,True,411750,PT
87296,Enzo Anjos,"Alameda Mauro Cardoso, 2 3913-093 Ovar",1997-01-01,(351) 917177476,carlota98@example.com,False,True,611832,PT
35667,Gil da Loureiro,"Av de Serrúbia, 10 1078-751 Paços de Ferreira",1974-04-01,(351) 933191856,pachecogustavo@example.org,False,True,919581,PT
54319,Petra Abreu,"Av Garcia, 93 2832-173 Castelo Branco",1989-02-26,+351965923975,ccorreia@example.org,False,True,919541,PT
34855,Vítor da Freitas,"R. de Fernão de Magalhães, 51 3014-033 Mirandela",2016-04-25,923342027,yasmin60@example.net,False,True,87340,PT
47915,André Gonçalves,"Av de Pires, 2 2512-420 Pombal",2014-08-07,910 964 302,estevesgil@example.net,False,True,392309,PT
54726,Margarida Cunha,"Avenida de Ferreira, 631 7386-560 São Mamede de Infesta",1972-01-06,+351252960912,tfreitas@example.org,False,True,244358,PT
88410,Diego Sá,"Praça Nunes, S/N 4691-483 Mêda",2017-09-04,(351) 932549137,farianuno@example.com,False,False,973978,PT
24311,Tatiana Rocha,"Praça Edgar Cardoso, 642 8367-159 Loures",2020-04-19,(351) 937165259,melissa05@example.net,False,True,805555,PT
47064,Eduardo Nogueira,"Rua Nunes, 48 1002-849 Cartaxo",1970-09-14,(351) 253 068 126,igor87@example.net,False,True,200392,PT
7749,Matias Gaspar-Jesus,"Avenida de Valente, 52 5786-316 Oliveira do Hospital",1979-02-19,(351) 914726835,lara80@example.com,False,True,396667,PT
408,Rita Matos-Cruz,"Rua Assunção, S/N 2626-674 Guimarães",1979-06-29,(351) 915529627,gasparlourenco@example.com,True,True,806033,PT
49725,Vítor Simões,"Largo do Dr. Fernando de Azeredo Antas, 29 9485-251 Vale de Cambra",1996-07-16,(351) 916247258,vicentegabriel@example.com,False,True,746408,PT
4051,Salvador Oliveira,"R. Maria Carneiro, 538 6498-584 Almada",2010-06-13,(351) 220459861,limaluis@example.com,False,True,935676,PT
43921,Micael da Neves,"Rua de Castro, 23 0460-851 Cartaxo",1993-02-16,(351) 937190724,fabioamorim@example.net,False,True,682268,PT
33303,Íris-Flor Jesus,"Avenida do Dr. Nuno Pinheiro Torres, S/N 1709-140 Alcobaça",1984-07-27,(351) 919 992 646,catarina67@example.net,False,True,65348,PT
65325,Érica Almeida,"Travessa de Pinheiro, 809 1790-304 Vila Nova de Famalicão",2016-06-07,913871384,noasousa@example.org,False,True,169128,PT
42945,Leonor Moura,"Av de Moura, 9 4098-051 Santana",1992-10-13,913 029 569,leticia40@example.org,False,True,537614,PT
64858,Diego Miranda,"Av Silva, 2 9024-189 Trancoso",1983-09-12,(351) 964271228,britokevin@example.org,False,True,242534,PT
55594,Lourenço Alves,"Rua do Sequeiro, 9 6542-907 Marinha Grande",1972-10-05,(351) 923933523,gabrielapinho@example.net,False,True,426978,PT
71005,Ema Pinho,"Av da Cova da Moura, 41 7393-860 Braga",2019-12-11,+351961512915,pbranco@example.net,False,True,412701,PT
72757,José Coelho,"Rua Lia Cruz, 30 9972-646 Cantanhede",1997-09-13,(351) 961 914 841,noa09@example.net,True,True,135217,PT
32497,Mafalda Carvalho,"Alameda Paiva, 28 7029-116 Ourém",2004-03-28,(351) 963502296,leitebenedita@example.com,False,True,930364,PT
50485,Nair Machado,"Rua Luna Sousa, 8 2118-046 Quarteira",2001-03-18,(351) 282740081,caetana99@example.net,True,True,82152,PT
50910,Bruno Pinho,"Rua de Assunção, S/N 1587-786 Penafiel",1977-08-20,(351) 257 149 350,rubenbarbosa@example.org,False,False,840894,PT
44475,Ivan Esteves,"Avenida Fernando Correia, 52 3659-903 Odivelas",2009-08-26,204805457,tamaral@example.com,False,True,127368,PT
36756,Francisca Alves,"Travessa de Neto, 84 1473-008 Guimarães",1983-10-10,(351) 925009511,ivan01@example.com,False,True,710141,PT
64530,Brian Machado,"Avenida Vicente Pinto, 55 7418-515 Guarda",1970-12-05,(351) 922 029 464,vandrade@example.com,False,True,529920,PT
22227,Ângela Leal,"Av Carvalho, 96 5289-653 Évora",1970-07-22,+351913045700,melissabatista@example.net,False,True,856737,PT
10175,Bianca Cunha,"Avenida do Barcal, 508 0064-941 Santiago do Cacém",1981-04-03,(351) 938767939,guerreirojoana@example.org,False,True,731264,PT
16152,Alexandre Machado,"Avenida de Cruz, 34 6481-539 Ribeira Grande",1976-02-05,(351) 265 905 184,kelly11@example.org,False,True,976516,PT
64200,Sérgio Loureiro,"Rua de Neto, S/N 9890-851 Almada",1990-06-30,929 193 940,lealvicente@example.net,False,True,367117,PT
31030,Rafaela Lima,"Alameda de Amorim, 59 4026-399 Esmoriz",2001-09-02,(351) 935 927 847,anjosvictoria@example.com,False,True,908746,PT
38784,Samuel Miranda,"Avenida de Cardoso, 42 6909-121 Póvoa de Santa Iria",1985-03-14,(351) 963533692,irisreis@example.net,False,True,24417,PT
2969,Denis Azevedo,"Praça Macedo, 82 8214-771 Mealhada",1993-03-10,(351) 964590529,marianatavares@example.com,False,False,540140,PT
76529,Pedro Costa,"Rua do Roleto, 39 0594-619 Pinhel",1984-05-12,(351) 912 744 396,pereirasamuel@example.com,False,True,286279,PT
46762,Isabel Moura-Fernandes,"R. Dom Afonso Henriques, 64 5794-810 Vila Real de Santo António",2009-07-20,+351923010568,motarafaela@example.net,False,True,957573,PT
2343,Yasmin Carvalho,"Av de Cardoso, 528 6264-480 Funchal",1990-04-14,(351) 928650521,brancopatricia@example.net,False,True,531362,PT
93060,Nair Lourenço,"Alameda Isaac Nascimento, 499 0752-481 Costa da Caparica",1987-06-17,(351) 967514896,candrade@example.org,False,True,564972,PT
16812,Carlota Soares,"Travessa Simão Faria, 73 9434-887 Vizela",1977-06-15,(351) 929620216,vasconunes@example.net,False,False,189491,PT
9627,Artur Amorim,"Rua Oliveira, 57 2238-582 Santiago do Cacém",1994-08-15,924 443 158,sara51@example.net,False,False,118591,PT
23599,Emília Cardoso,"Avenida Marcos Barros, 2 6507-123 Reguengos de Monsaraz",2020-03-20,(351) 969629915,rodriguesnicole@example.com,False,False,198464,PT
98056,Fabiana Garcia,"Travessa de Carneiro, 4 9707-611 Oliveira do Hospital",2009-07-14,(351) 254 226 110,petramarques@example.org,True,True,362538,PT
40516,Kyara Nascimento,"Travessa do Almirante Gago Coutinho, 3 2006-213 Trancoso",1972-05-23,(351) 919 636 411,victoria31@example.net,False,True,191272,PT
98121,João Matos,"Avenida de Valente, S/N 7221-209 Ílhavo",2020-02-05,(351) 269 591 867,dvalente@example.net,False,True,663577,PT
19798,Gabriela Abreu,"Avenida Clara Ferreira, 75 9226-925 Oliveira do Hospital",2007-07-05,965 064 798,ameliapires@example.com,False,True,759036,PT
94347,Enzo Paiva,"R. de Barbosa, 63 1473-075 Portimão",1982-05-04,(351) 960 683 114,batistamelanie@example.net,False,False,945870,PT
41900,Denis Pinho,"Av Manuel Baptista, 9 8493-747 Póvoa de Santa Iria",1980-12-02,(351) 923656159,bryanramos@example.net,False,True,691173,PT
32241,Lourenço Azevedo,"Rua Nair Garcia, S/N 4673-601 Horta",1994-09-27,(351) 285792530,pcoelho@example.net,False,True,696240,PT
29513,Filipe Pinto,"R. de Barros, 11 6062-002 Ponta Delgada",1977-04-11,(351) 930 737 700,catarina37@example.net,False,True,980945,PT
88216,Luciana Vaz,"Alameda Lopes, 47 4781-397 Freamunde",2014-04-28,(351) 961690177,rmonteiro@example.net,False,True,494530,PT
48630,Iara Araújo,"Rua António Dias Lourenço, 30 5840-613 Tondela",1991-02-13,(351) 913602670,danielazevedo@example.net,False,True,329502,PT
92114,Valentim Vicente,"Travessa Sá, 52 9926-121 Gondomar",2007-12-28,965283142,zleite@example.net,False,True,511955,PT
17212,Sebastião Macedo,"Av Lucas Andrade, S/N 9122-588 Évora",2009-01-13,(351) 921725855,omorais@example.org,False,True,874511,PT
91742,Ricardo de Cruz,"Largo de Machado, 25 5767-305 Aveiro",1998-10-15,(351) 232705776,matiasluisa@example.net,False,True,915149,PT
17548,Débora Ribeiro,"Largo Gomes, 111 6736-288 São Mamede de Infesta",2018-05-27,(351) 935 923 197,ybranco@example.net,False,True,392842,PT
12142,Eduardo Moura-Maia,"Travessa do Machado, 3 8811-281 Santiago do Cacém",2014-12-07,276791770,bruno33@example.net,False,True,544190,PT
32959,Rafael Vicente,"Avenida Cardoso, 8 8804-963 Lagoa",1987-07-24,(351) 968 665 842,nelson04@example.org,False,True,162997,PT
66066,Alexandra-Helena Vieira,"Av de Figueiredo, 4 7035-564 Valongo",1977-06-23,+351937337256,emanuel31@example.com,False,True,731299,PT
55797,Clarisa Alvarado Palma,"Ronda de Javier Parejo 32 Zamora, 04271",2004-06-07,+34744 250 068,carolinacarlos@example.net,False,True,257346,ES
71545,Maximiano Garcia,"Ronda Amalia Castañeda 90 Apt. 48  Córdoba, 16757",1998-03-25,+34 983 50 67 48,alejopujadas@example.org,False,True,30653,ES
1863,Odalys Sevilla Sureda,"Rambla Haydée Catalán 85 Zaragoza, 37804",2005-09-20,+34711 853 768,joelflor@example.org,False,True,98223,ES
33189,Seve Seco Mate,"C. Anselmo Sainz 1 Piso 1  Asturias, 26455",2001-03-10,+34 742399084,ricardo51@example.net,False,True,710593,ES
21569,Juan Francisco Lozano Martín,"Urbanización de Virginia Beltrán 68 Teruel, 15522",1979-04-12,+34 722 16 48 36,fidel72@example.com,False,True,528900,ES
46436,Leocadio Bartolomé Infante,"Alameda Alberto Batlle 46 Piso 9  Almería, 20178",1990-08-19,+34 719 704 421,iristirado@example.net,False,True,780945,ES
62325,Ámbar Cornejo Company,"Camino de Trini Moraleda 996 Huelva, 13397",1971-07-15,+34723 64 34 88,smontoya@example.org,False,True,177063,ES
16317,Jaime Flores Zamora,"Acceso Julio César Matas 58 Zaragoza, 42502",1998-09-09,+34713 83 52 38,garzonjavi@example.org,True,True,859441,ES
684,Amelia Santana,"Pasadizo Samuel Rosa 111 Piso 8  Tarragona, 48514",1977-09-16,+34 737 12 13 72,sastreaurora@example.com,True,True,231967,ES
5331,Eligia Garay Osorio,"Plaza Víctor Cañizares 46 Asturias, 29209",2001-12-01,+34726 742 125,vgutierrez@example.org,False,True,269824,ES
36924,Santos Jiménez Botella,"Callejón Carmen Pelayo 944 Segovia, 17202",1976-07-07,+34 826 153 486,qdominguez@example.net,False,True,458495,ES
81677,Florentino Alberto Cerdán,"Urbanización de Francisco Jose Leon 49 Barcelona, 30524",1986-09-18,+34 728 71 82 84,aristides28@example.net,True,False,974059,ES
20259,María Manu Benitez Cuevas,"Avenida de Francisco Javier Lobato 6 Puerta 5  Cantabria, 38122",2016-10-23,+34 711 40 65 14,benaventjose-antonio@example.net,False,True,79778,ES
67833,Agapito Balaguer,"C. de Mariana Torres 4 Segovia, 18364",1977-03-06,+34 728125595,gledesma@example.net,False,True,865220,ES
36510,María Fernanda del Lillo,"Pasaje Héctor Alcolea 5 Puerta 7  Ávila, 24868",1978-05-06,+34747 47 31 72,edelmiro89@example.org,False,True,974294,ES
61321,Flavio de Vilalta,"C. Natividad Trujillo 76 Puerta 6  Murcia, 43826",2008-04-21,+34727 34 66 58,norbertoanglada@example.net,False,True,974097,ES
67463,Dani Cruz Infante,"Acceso de Tania Amador 9 Barcelona, 43887",2017-08-03,+34805 60 86 79,savila@example.org,False,True,683641,ES
52596,Valerio del Cueto,"Rambla de Erasmo Luís 8 Piso 2  Cádiz, 11245",1987-11-07,+34709559383,llabrespaz@example.org,False,True,154931,ES
90754,Zacarías Marí Valverde,"Via Adelaida Roma 71 Puerta 5  Cáceres, 02972",2018-06-06,+34735 62 65 24,benita81@example.org,False,True,403026,ES
18389,Mayte Escudero Requena,"Pasadizo de Tecla Chacón 3 Burgos, 42133",2018-09-03,+34 670605590,hernandoana-belen@example.org,False,True,722111,ES
98884,Pedro Blanch Coello,"Via de Aarón Carrillo 875 Soria, 23477",2021-06-02,+34 704856856,alex96@example.net,False,True,911986,ES
11604,Nacio Catalán Ferrándiz,"C. Evaristo Torrecilla 760 Piso 5  Burgos, 03722",2004-08-09,+34704258223,pintorjose-maria@example.org,False,False,665171,ES
31805,Josué Pablo Mármol Pinedo,"Acceso de Isidora Macias 8 Puerta 5  Badajoz, 12067",1987-04-10,+34 703231392,inigo16@example.org,False,True,24453,ES
72548,María Del Carmen Soto Abascal,"Alameda Gonzalo Fonseca 995 Vizcaya, 32327",1997-06-01,+34 724 911 925,clara64@example.net,False,True,703739,ES
93634,Pío Gil Izaguirre Girona,"Cañada Isabela Borrell 77 Ávila, 12548",2014-02-26,+34963 39 99 57,moranangelita@example.com,False,True,572665,ES
7260,Leocadia Carbajo Parejo,"Via Octavio Segovia 30 Zamora, 28978",1975-01-28,+34618 273 703,maria90@example.com,False,True,27794,ES
37779,Graciano Toro-Costa,"Vial de Carlota Benítez 85 Puerta 4  León, 35627",2021-10-25,+34 702 272 070,teclaurena@example.net,False,True,957086,ES
18562,León Carpio Gimenez,"Camino de Bonifacio Vallés 34 Piso 4  Ávila, 10927",2010-08-17,+34732850937,torrensjafet@example.net,False,True,204201,ES
60624,Reyes Burgos-Alberto,"Cañada de Leticia Marqués 39 Girona, 06833",1986-09-01,+34 724 90 05 74,esthercabrero@example.com,False,True,317627,ES
21148,Ruth Perea,"Avenida Cipriano Benítez 332 Zamora, 50189",2017-02-11,+34 706 106 521,vicenteamoros@example.org,False,True,348833,ES
46525,Fulgencio Amaya Zabaleta,"Callejón de Manu Cabrero 26 Palencia, 10345",1991-12-11,+34695 366 358,chaconprudencio@example.net,False,True,28899,ES
80226,Pablo Ribes,"Vial Elisabet Pujol 8 Puerta 3  Cuenca, 30990",1971-08-21,+34 708433173,colladoascension@example.com,False,False,813513,ES
12969,Eva Carvajal Plana,"Plaza de Leonardo Segarra 56 Puerta 5  Guadalajara, 45903",1993-12-23,+34628016885,lermafelix@example.net,False,True,157252,ES
12554,Paca Olivera-Roca,"Urbanización Sarita Agustín 274 Puerta 5  Ourense, 23943",2016-10-31,+34 741897166,castanedaeustaquio@example.org,False,True,652389,ES
71593,Jessica Almeida Reyes,"Cuesta Fortunata Herrera 48 Ávila, 05980",1999-07-08,+34902 120 663,moisespedro@example.com,False,True,10764,ES
51340,Berta Vilanova Sainz,"Pasadizo de Yaiza Perera 61 Baleares, 20833",2012-04-30,+34 719059373,leiregomez@example.org,False,True,693695,ES
65565,Chus Pou Lozano,"Cuesta Débora Mena 62 Puerta 9  Alicante, 19958",1997-12-14,+34 604 37 92 06,rmarques@example.net,True,True,189882,ES
79308,Victor Torrens Santiago,"Acceso Gervasio Anglada 14 Zaragoza, 45480",2020-09-24,+34740029077,nmachado@example.org,False,True,6322,ES
19887,Herberto Malo-Anguita,"Glorieta de Ema Villanueva 93 La Rioja, 32412",2002-11-01,+34822 29 92 92,custodia41@example.org,False,True,991925,ES
39388,Sosimo Gargallo Julián,"Avenida Adora Vilar 13 Toledo, 29855",1992-08-24,+34712 835 021,sedanoblas@example.net,False,True,261736,ES
26082,Anunciación Conesa,"Cuesta Juan Pablo Vicens 80 Piso 1  Valladolid, 11818",1991-09-18,+34848 465 839,castellanosaitor@example.org,False,True,350979,ES
48270,Vidal Ibán Alegre Jáuregui,"Paseo de Pacífica Olivares 5 Cádiz, 41517",1981-09-20,+34 702 828 528,nicolasflorina@example.com,False,True,437847,ES
74609,Vito Anaya-Julián,"Pasaje de Florencio Bertrán 364 Piso 2  Albacete, 10092",2002-05-10,+34677 010 977,zperalta@example.net,False,False,329057,ES
29471,Noé Barrena Torralba,"C. de Bartolomé Terrón 592 Piso 8  Cádiz, 11532",2006-12-27,+34 749 199 587,iperera@example.org,False,True,43367,ES
18110,Petrona María Fernanda Jiménez Benavent,"Alameda Luis Ángel Calleja 16 Apt. 03  Madrid, 42264",2004-02-14,+34 732 77 70 19,mmercader@example.com,False,True,786991,ES
90203,Sol Sotelo Hoz,"Paseo Angelina Quintana 25 Puerta 8  Badajoz, 05250",1996-06-21,+34 930469387,vmari@example.net,False,True,859072,ES
24650,Patricia Bárcena,"C. de Eliana Arce 91 Piso 4  Valladolid, 43385",1972-03-20,+34 715909034,leoncio33@example.com,False,True,472743,ES
19782,Pía Izaguirre Mancebo,"Acceso de Ricardo Palma 971 Piso 5  Murcia, 03855",1996-05-22,+34 703 03 62 99,melchorayllon@example.com,False,True,498569,ES
60622,Marc Pedrero Estrada,"Paseo de Anabel Feliu 501 Palencia, 32806",1999-02-21,+34 720 01 85 33,paolapalau@example.org,False,True,162678,ES
54241,Ester Rosalva Sales Palomino,"Paseo Hernando Ayllón 173 Puerta 8  Granada, 36461",1985-02-15,+34 841 543 043,estefania50@example.org,False,True,46673,ES
85835,Francisco Javier Giner Mateo,"Glorieta de Bibiana Perales 72 Lleida, 15396",2010-03-04,+34708 310 940,jaureguinilda@example.org,False,True,905274,ES
65911,Atilio Benigno Acosta Quevedo,"Urbanización Noa Bayo 9 Puerta 7  Murcia, 37858",2007-02-18,+34 901 919 891,claudio72@example.com,False,True,299831,ES
20974,Cornelio Redondo,"Acceso de Rogelio Estévez 98 Córdoba, 41090",1979-08-31,+34746 24 44 87,rplana@example.com,False,True,707461,ES
19479,José María Molins Mas,"Callejón Charo Bas 5 Ceuta, 01059",1985-02-01,+34924 36 64 41,bfarre@example.org,False,True,943349,ES
15677,Narcisa Sanmiguel Santiago,"Paseo de Salomé Sastre 134 Puerta 5  Cuenca, 27559",1979-05-16,+34 905592926,edelmira42@example.com,False,True,120409,ES
58570,Pascual Lumbreras,"Cañada Evaristo Girón 66 Zamora, 06316",1973-09-08,+34 718 43 90 39,morelldaniel@example.org,False,True,405390,ES
91110,Patricio de Ballesteros,"Calle de Jordán Esparza 52 Apt. 40  Las Palmas, 07217",1996-06-04,+34701741434,groda@example.org,False,True,48457,ES
58628,Itziar Rodrigo Sevillano,"Urbanización de Ariel Roma 2 Castellón, 19922",2000-03-15,+34732 600 714,pilar21@example.net,False,True,31634,ES
2278,María Carmen de Adán,"Cañada Jose Miguel Caballero 7 Piso 8  Salamanca, 28965",1972-12-02,+34721483274,amandorozas@example.org,False,False,468620,ES
97567,Josefina Cazorla Alcázar,"Alameda Rogelio Daza 379 Puerta 2  Guipúzcoa, 30209",2011-01-31,+34704 18 88 95,josefina25@example.org,False,True,345617,ES
97196,Dora Solano Solano,"Camino de Ana Barrera 58 Piso 4  Palencia, 36972",2021-02-13,+34 705 329 431,tamayomarc@example.com,False,True,336511,ES
98494,Otilia Espejo-Corbacho,"Glorieta de Mamen Pavón 4 Apt. 38  Granada, 48599",1993-05-26,+34716 769 359,miriamhuertas@example.com,False,True,557909,ES
50289,Simón Marcelino Pizarro Carbó,"Via Nuria Lillo 92 Piso 0  Zaragoza, 05606",2010-09-29,+34 701464214,dario00@example.net,False,True,907032,ES
33230,Esteban Guillen Dávila,"Cuesta de Nidia Fernandez 5 Apt. 96  Almería, 50451",2019-01-16,+34 739 22 47 32,recioalondra@example.net,False,True,664673,ES
82453,Pascual Caparrós Arregui,"Ronda de Ramón Rosado 42 Piso 3  Teruel, 35974",1997-12-01,+34 713 735 595,pcisneros@example.com,False,True,648973,ES
72342,Nélida Balaguer,"Alameda de Miguela Sanz 75 Valladolid, 03326",2020-03-04,+34 730 240 640,samu90@example.org,False,True,581974,ES
11747,Cayetana Segura Céspedes,"Pasaje de Custodio Llobet 77 Apt. 55  Girona, 50135",1985-07-18,+34 749 59 97 61,ritateruel@example.com,False,True,48156,ES
69172,Azahar Nebot Roda,"Avenida de Evelia Bilbao 745 Apt. 97  Valencia, 27777",1972-01-29,+34663 294 972,ycoello@example.org,False,True,195451,ES
9115,Sergio Soria Antón,"Cañada de Isaías Correa 1 Apt. 77  Santa Cruz de Tenerife, 24128",1977-08-11,+34 738505404,renato46@example.com,False,True,26990,ES
23053,Mirta Clemente,"Alameda de Manu Ballesteros 8 Murcia, 07525",1982-09-30,+34865 59 52 63,mminguez@example.org,True,True,945832,ES
35873,Consuelo de Alcaraz,"Alameda Marciano Alegria 86 La Coruña, 38699",2008-05-10,+34951 65 81 23,luis74@example.com,False,True,326558,ES
80790,Pepito Galiano Cózar,"Avenida de Febe Campoy 850 Piso 4  Tarragona, 14625",1977-04-05,+34818 183 830,pcruz@example.com,False,False,410707,ES
77509,Valero Padilla Cózar,"Rambla de Héctor Cervera 2 Piso 1  Baleares, 13659",1990-12-04,+34741495165,vborja@example.org,False,True,786758,ES
48615,Sabas Milla Flor,"Via Paloma León 36 Apt. 91  Córdoba, 12418",2000-03-17,+34721 485 871,leticia00@example.com,False,True,492459,ES
79979,Isa Peralta Peralta,"Plaza de Olimpia Bertrán 92 Puerta 3  Toledo, 01969",2009-08-28,+34729744941,salesetelvina@example.org,False,True,616920,ES
85497,Daniel Gibert Batalla,"Glorieta Juan Manjón 1 Piso 0  Valladolid, 18951",1998-12-23,+34742 97 59 96,lupeleiva@example.net,False,True,97730,ES
51642,Bautista Montalbán-Garmendia,"Calle Maura Flores 540 Cádiz, 10695",1971-05-15,+34 744 546 395,operales@example.com,False,True,612564,ES
48146,Calixta Vergara Villa,"Vial de Benjamín Noguera 82 Las Palmas, 47591",1974-10-22,+34887 096 848,xaznar@example.org,False,True,696329,ES
47534,Demetrio de Barriga,"Pasadizo Delfina Jordán 71 Navarra, 14625",1983-08-22,+34737 96 11 07,iriscruz@example.com,False,True,239610,ES
6721,Loreto Melisa Conde Heredia,"Camino Ildefonso Rincón 9 Castellón, 15592",1993-05-03,+34820088561,florencia00@example.com,True,True,451712,ES
